Fiscal Year,Year Month,Borough,Time View,Is FY Total,Is Month Total,Check Row,Requests,Requests (Daily)
FY2026,2026-04,QUEENS,FYTD,FALSE,FALSE,1,787194,
FY2026,2026-04,QUEENS,PY,FALSE,FALSE,1,66537,
FY2026,2026-04,QUEENS,YoY %,FALSE,FALSE,1,0.1353983497903422,
FY2026,2026-04,STATEN ISLAND,Current,FALSE,FALSE,1,11832,11832
FY2026,2026-04,STATEN ISLAND,FYTD,FALSE,FALSE,1,131570,
FY2026,2026-04,STATEN ISLAND,PY,FALSE,FALSE,1,10708,
FY2026,2026-04,STATEN ISLAND,YoY %,FALSE,FALSE,1,0.10496824803884945,
FY2026,2026-04,UNKNOWN,Current,FALSE,FALSE,1,401,401
FY2026,2026-04,UNKNOWN,FYTD,FALSE,FALSE,1,2553,
FY2026,2026-04,UNKNOWN,PY,FALSE,FALSE,1,218,
FY2026,2026-04,UNKNOWN,YoY %,FALSE,FALSE,1,0.8394495412844036,
FY2026,2026-05,BRONX,Current,FALSE,FALSE,1,61599,61599
FY2026,2026-05,BRONX,FYTD,FALSE,FALSE,1,774212,
FY2026,2026-05,BRONX,PY,FALSE,FALSE,1,54520,
FY2026,2026-05,BRONX,YoY %,FALSE,FALSE,1,0.12984225972120322,
FY2026,2026-05,BROOKLYN,Current,FALSE,FALSE,1,106438,106438
FY2026,2026-05,BROOKLYN,FYTD,FALSE,FALSE,1,1064154,
FY2026,2026-05,BROOKLYN,PY,FALSE,FALSE,1,92104,
FY2026,2026-05,BROOKLYN,YoY %,FALSE,FALSE,1,0.1556284200469035,
FY2026,2026-05,MANHATTAN,Current,FALSE,FALSE,1,66415,66415
FY2026,2026-05,MANHATTAN,FYTD,FALSE,FALSE,1,698775,
FY2026,2026-05,MANHATTAN,PY,FALSE,FALSE,1,61309,
FY2026,2026-05,MANHATTAN,YoY %,FALSE,FALSE,1,0.08328304164152082,
FY2026,2026-05,QUEENS,Current,FALSE,FALSE,1,83886,83886
FY2026,2026-05,QUEENS,FYTD,FALSE,FALSE,1,871080,
FY2026,2026-05,QUEENS,PY,FALSE,FALSE,1,74651,
FY2026,2026-05,QUEENS,YoY %,FALSE,FALSE,1,0.12370899251182167,
FY2026,2026-05,STATEN ISLAND,Current,FALSE,FALSE,1,13244,13244
FY2026,2026-05,STATEN ISLAND,FYTD,FALSE,FALSE,1,144814,
FY2026,2026-05,STATEN ISLAND,PY,FALSE,FALSE,1,12240,
FY2026,2026-05,STATEN ISLAND,YoY %,FALSE,FALSE,1,0.08202614379084967,
FY2026,2026-05,UNKNOWN,Current,FALSE,FALSE,1,397,397
FY2026,2026-05,UNKNOWN,FYTD,FALSE,FALSE,1,2950,
FY2026,2026-05,UNKNOWN,PY,FALSE,FALSE,1,234,
FY2026,2026-05,UNKNOWN,YoY %,FALSE,FALSE,1,0.6965811965811965,
FY2026,2026-06,BRONX,Current,FALSE,FALSE,1,63941,63941
FY2026,2026-06,BRONX,FYTD,FALSE,FALSE,1,838153,
FY2026,2026-06,BRONX,PY,FALSE,FALSE,1,63487,
FY2026,2026-06,BRONX,YoY %,FALSE,FALSE,1,0.007151070297856254,
FY2026,2026-06,BROOKLYN,Current,FALSE,FALSE,1,104526,104526
FY2026,2026-06,BROOKLYN,FYTD,FALSE,FALSE,1,1168680,
FY2026,2026-06,BROOKLYN,PY,FALSE,FALSE,1,90295,
FY2026,2026-06,BROOKLYN,YoY %,FALSE,FALSE,1,0.1576056260036547,
FY2026,2026-06,MANHATTAN,Current,FALSE,FALSE,1,63453,63453
FY2026,2026-06,MANHATTAN,FYTD,FALSE,FALSE,1,762228,
FY2026,2026-06,MANHATTAN,PY,FALSE,FALSE,1,62792,
FY2026,2026-06,MANHATTAN,YoY %,FALSE,FALSE,1,0.010526818703019494,
FY2026,2026-06,QUEENS,Current,FALSE,FALSE,1,89376,89376
FY2026,2026-06,QUEENS,FYTD,FALSE,FALSE,1,960456,
FY2026,2026-06,QUEENS,PY,FALSE,FALSE,1,77479,
FY2026,2026-06,QUEENS,YoY %,FALSE,FALSE,1,0.15355128486428582,
FY2026,2026-06,STATEN ISLAND,Current,FALSE,FALSE,1,13130,13130
FY2026,2026-06,STATEN ISLAND,FYTD,FALSE,FALSE,1,157944,
FY2026,2026-06,STATEN ISLAND,PY,FALSE,FALSE,1,12115,
FY2026,2026-06,STATEN ISLAND,YoY %,FALSE,FALSE,1,0.08378043747420554,
FY2026,2026-06,UNKNOWN,Current,FALSE,FALSE,1,407,407
FY2026,2026-06,UNKNOWN,FYTD,FALSE,FALSE,1,3357,
FY2026,2026-06,UNKNOWN,PY,FALSE,FALSE,1,274,
FY2026,2026-06,UNKNOWN,YoY %,FALSE,FALSE,1,0.4854014598540146,
FY2027,,BRONX,Current,FALSE,TRUE,1,138478,138478
FY2027,,BRONX,FYTD,FALSE,TRUE,1,138478,
FY2027,,BRONX,PY,FALSE,TRUE,1,125217,
FY2027,,BRONX,YoY %,FALSE,TRUE,1,0.10590415039491442,
FY2027,,BROOKLYN,Current,FALSE,TRUE,1,208781,208781
FY2027,,BROOKLYN,FYTD,FALSE,TRUE,1,208781,
FY2027,,BROOKLYN,PY,FALSE,TRUE,1,179898,
FY2027,,BROOKLYN,YoY %,FALSE,TRUE,1,0.16055209062913428,
FY2027,,MANHATTAN,Current,FALSE,TRUE,1,124785,124785
FY2027,,MANHATTAN,FYTD,FALSE,TRUE,1,124785,
FY2027,,MANHATTAN,PY,FALSE,TRUE,1,121342,
FY2027,,MANHATTAN,YoY %,FALSE,TRUE,1,0.028374346887310248,
FY2027,,QUEENS,Current,FALSE,TRUE,1,171753,171753
FY2027,,QUEENS,FYTD,FALSE,TRUE,1,171753,
FY2027,,QUEENS,PY,FALSE,TRUE,1,167493,
FY2027,,QUEENS,YoY %,FALSE,TRUE,1,0.025433898730096185,
FY2027,,STATEN ISLAND,Current,FALSE,TRUE,1,27313,27313
FY2027,,STATEN ISLAND,FYTD,FALSE,TRUE,1,27313,
FY2027,,STATEN ISLAND,PY,FALSE,TRUE,1,25513,
FY2027,,STATEN ISLAND,YoY %,FALSE,TRUE,1,0.07055226747148513,
FY2027,,UNKNOWN,Current,FALSE,TRUE,1,827,827
FY2027,,UNKNOWN,FYTD,FALSE,TRUE,1,827,
FY2027,,UNKNOWN,PY,FALSE,TRUE,1,459,
FY2027,,UNKNOWN,YoY %,FALSE,TRUE,1,0.8017429193899782,
FY2027,2026-07,BRONX,Current,FALSE,FALSE,1,74199,74199
FY2027,2026-07,BRONX,FYTD,FALSE,FALSE,1,74199,
FY2027,2026-07,BRONX,PY,FALSE,FALSE,1,65826,
FY2027,2026-07,BRONX,YoY %,FALSE,FALSE,1,0.12719897912678882,
FY2027,2026-07,BROOKLYN,Current,FALSE,FALSE,1,104859,104859
FY2027,2026-07,BROOKLYN,FYTD,FALSE,FALSE,1,104859,
FY2027,2026-07,BROOKLYN,PY,FALSE,FALSE,1,91640,
FY2027,2026-07,BROOKLYN,YoY %,FALSE,FALSE,1,0.14424923614142296,
FY2027,2026-07,MANHATTAN,Current,FALSE,FALSE,1,62331,62331
FY2027,2026-07,MANHATTAN,FYTD,FALSE,FALSE,1,62331,
FY2027,2026-07,MANHATTAN,PY,FALSE,FALSE,1,61453,
FY2027,2026-07,MANHATTAN,YoY %,FALSE,FALSE,1,0.014287341545571413,
FY2027,2026-07,QUEENS,Current,FALSE,FALSE,1,87102,87102
FY2027,2026-07,QUEENS,FYTD,FALSE,FALSE,1,87102,
FY2027,2026-07,QUEENS,PY,FALSE,FALSE,1,83345,
FY2027,2026-07,QUEENS,YoY %,FALSE,FALSE,1,0.04507768912352271,
FY2027,2026-07,STATEN ISLAND,Current,FALSE,FALSE,1,14158,14158
FY2027,2026-07,STATEN ISLAND,FYTD,FALSE,FALSE,1,14158,
FY2027,2026-07,STATEN ISLAND,PY,FALSE,FALSE,1,13361,
FY2027,2026-07,STATEN ISLAND,YoY %,FALSE,FALSE,1,0.05965122371080009,
FY2027,2026-07,UNKNOWN,Current,FALSE,FALSE,1,460,460
FY2027,2026-07,UNKNOWN,FYTD,FALSE,FALSE,1,460,
FY2027,2026-07,UNKNOWN,PY,FALSE,FALSE,1,258,
FY2027,2026-07,UNKNOWN,YoY %,FALSE,FALSE,1,0.7829457364341085,
FY2027,2026-08,BRONX,Current,FALSE,FALSE,1,64279,64279
FY2027,2026-08,BRONX,FYTD,FALSE,FALSE,1,138478,
FY2027,2026-08,BRONX,PY,FALSE,FALSE,1,59391,
FY2027,2026-08,BRONX,YoY %,FALSE,FALSE,1,0.08230203229445539,
FY2027,2026-08,BROOKLYN,Current,FALSE,FALSE,1,103922,103922
FY2027,2026-08,BROOKLYN,FYTD,FALSE,FALSE,1,208781,
FY2027,2026-08,BROOKLYN,PY,FALSE,FALSE,1,88258,
FY2027,2026-08,BROOKLYN,YoY %,FALSE,FALSE,1,0.17747966190033765,
FY2027,2026-08,MANHATTAN,Current,FALSE,FALSE,1,62454,62454
FY2027,2026-08,MANHATTAN,FYTD,FALSE,FALSE,1,124785,
FY2027,2026-08,MANHATTAN,PY,FALSE,FALSE,1,59889,
FY2027,2026-08,MANHATTAN,YoY %,FALSE,FALSE,1,0.04282923408305365,
FY2027,2026-08,QUEENS,Current,FALSE,FALSE,1,84651,84651
FY2027,2026-08,QUEENS,FYTD,FALSE,FALSE,1,171753,
FY2027,2026-08,QUEENS,PY,FALSE,FALSE,1,84148,
FY2027,2026-08,QUEENS,YoY %,FALSE,FALSE,1,0.00597756334078053,
FY2027,2026-08,STATEN ISLAND,Current,FALSE,FALSE,1,13155,13155
FY2027,2026-08,STATEN ISLAND,FYTD,FALSE,FALSE,1,27313,
FY2027,2026-08,STATEN ISLAND,PY,FALSE,FALSE,1,12152,
FY2027,2026-08,STATEN ISLAND,YoY %,FALSE,FALSE,1,0.08253785385121791,
FY2027,2026-08,UNKNOWN,Current,FALSE,FALSE,1,367,367
FY2027,2026-08,UNKNOWN,FYTD,FALSE,FALSE,1,827,
FY2027,2026-08,UNKNOWN,PY,FALSE,FALSE,1,201,
FY2027,2026-08,UNKNOWN,YoY %,FALSE,FALSE,1,0.8258706467661692,
FY2027,2026-09,BRONX,Current,FALSE,FALSE,1,,
FY2027,2026-09,BRONX,FYTD,FALSE,FALSE,1,,
FY2027,2026-09,BRONX,PY,FALSE,FALSE,1,,
FY2027,2026-09,BRONX,YoY %,FALSE,FALSE,1,,
FY2027,2026-09,BROOKLYN,Current,FALSE,FALSE,1,,
FY2027,2026-09,BROOKLYN,FYTD,FALSE,FALSE,1,,
FY2027,2026-09,BROOKLYN,PY,FALSE,FALSE,1,,
FY2027,2026-09,BROOKLYN,YoY %,FALSE,FALSE,1,,
FY2027,2026-09,MANHATTAN,Current,FALSE,FALSE,1,,
FY2027,2026-09,MANHATTAN,FYTD,FALSE,FALSE,1,,
FY2027,2026-09,MANHATTAN,PY,FALSE,FALSE,1,,
FY2027,2026-09,MANHATTAN,YoY %,FALSE,FALSE,1,,
FY2027,2026-09,QUEENS,Current,FALSE,FALSE,1,,
FY2027,2026-09,QUEENS,FYTD,FALSE,FALSE,1,,
FY2027,2026-09,QUEENS,PY,FALSE,FALSE,1,,
FY2027,2026-09,QUEENS,YoY %,FALSE,FALSE,1,,
FY2027,2026-09,STATEN ISLAND,Current,FALSE,FALSE,1,,
FY2027,2026-09,STATEN ISLAND,FYTD,FALSE,FALSE,1,,
FY2027,2026-09,STATEN ISLAND,PY,FALSE,FALSE,1,,
FY2027,2026-09,STATEN ISLAND,YoY %,FALSE,FALSE,1,,
FY2027,2026-09,UNKNOWN,Current,FALSE,FALSE,1,,
FY2027,2026-09,UNKNOWN,FYTD,FALSE,FALSE,1,,
FY2027,2026-09,UNKNOWN,PY,FALSE,FALSE,1,,
FY2027,2026-09,UNKNOWN,YoY %,FALSE,FALSE,1,,
FY2027,2026-10,BRONX,Current,FALSE,FALSE,1,,
FY2027,2026-10,BRONX,FYTD,FALSE,FALSE,1,,
FY2027,2026-10,BRONX,PY,FALSE,FALSE,1,,
FY2027,2026-10,BRONX,YoY %,FALSE,FALSE,1,,
FY2027,2026-10,BROOKLYN,Current,FALSE,FALSE,1,,
FY2027,2026-10,BROOKLYN,FYTD,FALSE,FALSE,1,,
FY2027,2026-10,BROOKLYN,PY,FALSE,FALSE,1,,
FY2027,2026-10,BROOKLYN,YoY %,FALSE,FALSE,1,,
FY2027,2026-10,MANHATTAN,Current,FALSE,FALSE,1,,
FY2027,2026-10,MANHATTAN,FYTD,FALSE,FALSE,1,,
FY2027,2026-10,MANHATTAN,PY,FALSE,FALSE,1,,
FY2027,2026-10,MANHATTAN,YoY %,FALSE,FALSE,1,,
FY2027,2026-10,QUEENS,Current,FALSE,FALSE,1,,
FY2027,2026-10,QUEENS,FYTD,FALSE,FALSE,1,,
FY2027,2026-10,QUEENS,PY,FALSE,FALSE,1,,
FY2027,2026-10,QUEENS,YoY %,FALSE,FALSE,1,,
FY2027,2026-10,STATEN ISLAND,Current,FALSE,FALSE,1,,
FY2027,2026-10,STATEN ISLAND,FYTD,FALSE,FALSE,1,,
FY2027,2026-10,STATEN ISLAND,PY,FALSE,FALSE,1,,
FY2027,2026-10,STATEN ISLAND,YoY %,FALSE,FALSE,1,,
FY2027,2026-10,UNKNOWN,Current,FALSE,FALSE,1,,
FY2027,2026-10,UNKNOWN,FYTD,FALSE,FALSE,1,,
FY2027,2026-10,UNKNOWN,PY,FALSE,FALSE,1,,
FY2027,2026-10,UNKNOWN,YoY %,FALSE,FALSE,1,,
FY2027,2026-11,BRONX,Current,FALSE,FALSE,1,,
FY2027,2026-11,BRONX,FYTD,FALSE,FALSE,1,,
FY2027,2026-11,BRONX,PY,FALSE,FALSE,1,,
FY2027,2026-11,BRONX,YoY %,FALSE,FALSE,1,,
FY2027,2026-11,BROOKLYN,Current,FALSE,FALSE,1,,
FY2027,2026-11,BROOKLYN,FYTD,FALSE,FALSE,1,,
FY2027,2026-11,BROOKLYN,PY,FALSE,FALSE,1,,
FY2027,2026-11,BROOKLYN,YoY %,FALSE,FALSE,1,,
FY2027,2026-11,MANHATTAN,Current,FALSE,FALSE,1,,
FY2027,2026-11,MANHATTAN,FYTD,FALSE,FALSE,1,,
FY2027,2026-11,MANHATTAN,PY,FALSE,FALSE,1,,
FY2027,2026-11,MANHATTAN,YoY %,FALSE,FALSE,1,,
FY2027,2026-11,QUEENS,Current,FALSE,FALSE,1,,
FY2027,2026-11,QUEENS,FYTD,FALSE,FALSE,1,,
FY2027,2026-11,QUEENS,PY,FALSE,FALSE,1,,
FY2027,2026-11,QUEENS,YoY %,FALSE,FALSE,1,,
FY2027,2026-11,STATEN ISLAND,Current,FALSE,FALSE,1,,
FY2027,2026-11,STATEN ISLAND,FYTD,FALSE,FALSE,1,,
FY2027,2026-11,STATEN ISLAND,PY,FALSE,FALSE,1,,
FY2027,2026-11,STATEN ISLAND,YoY %,FALSE,FALSE,1,,
FY2027,2026-11,UNKNOWN,Current,FALSE,FALSE,1,,
FY2027,2026-11,UNKNOWN,FYTD,FALSE,FALSE,1,,
FY2027,2026-11,UNKNOWN,PY,FALSE,FALSE,1,,
FY2027,2026-11,UNKNOWN,YoY %,FALSE,FALSE,1,,
FY2027,2026-12,BRONX,Current,FALSE,FALSE,1,,
FY2027,2026-12,BRONX,FYTD,FALSE,FALSE,1,,
FY2027,2026-12,BRONX,PY,FALSE,FALSE,1,,
FY2027,2026-12,BRONX,YoY %,FALSE,FALSE,1,,
FY2027,2026-12,BROOKLYN,Current,FALSE,FALSE,1,,
FY2027,2026-12,BROOKLYN,FYTD,FALSE,FALSE,1,,
FY2027,2026-12,BROOKLYN,PY,FALSE,FALSE,1,,
FY2027,2026-12,BROOKLYN,YoY %,FALSE,FALSE,1,,
FY2027,2026-12,MANHATTAN,Current,FALSE,FALSE,1,,
FY2027,2026-12,MANHATTAN,FYTD,FALSE,FALSE,1,,
FY2027,2026-12,MANHATTAN,PY,FALSE,FALSE,1,,
FY2027,2026-12,MANHATTAN,YoY %,FALSE,FALSE,1,,
FY2027,2026-12,QUEENS,Current,FALSE,FALSE,1,,
FY2027,2026-12,QUEENS,FYTD,FALSE,FALSE,1,,
FY2027,2026-12,QUEENS,PY,FALSE,FALSE,1,,
FY2027,2026-12,QUEENS,YoY %,FALSE,FALSE,1,,
FY2027,2026-12,STATEN ISLAND,Current,FALSE,FALSE,1,,
FY2027,2026-12,STATEN ISLAND,FYTD,FALSE,FALSE,1,,
FY2027,2026-12,STATEN ISLAND,PY,FALSE,FALSE,1,,
FY2027,2026-12,STATEN ISLAND,YoY %,FALSE,FALSE,1,,
FY2027,2026-12,UNKNOWN,Current,FALSE,FALSE,1,,
FY2027,2026-12,UNKNOWN,FYTD,FALSE,FALSE,1,,
FY2027,2026-12,UNKNOWN,PY,FALSE,FALSE,1,,
FY2027,2026-12,UNKNOWN,YoY %,FALSE,FALSE,1,,
